ID	Label	Type	hasIndex	hasPathEnergy
ID	LABEL	TYPE	I gc:hasIndex	I gc:hasPathEnergy
ex:pathpoint_aa001e_150	Path point 150 (backward) aa001e	gc:ReactionPathPoint	150	ex:pathenergy_aa001e_150
ex:pathpoint_aa001e_151	Path point 151 (backward) aa001e	gc:ReactionPathPoint	151	ex:pathenergy_aa001e_151
ex:pathpoint_aa001e_152	Path point 152 (backward) aa001e	gc:ReactionPathPoint	152	ex:pathenergy_aa001e_152
ex:pathpoint_aa001e_153	Path point 153 (backward) aa001e	gc:ReactionPathPoint	153	ex:pathenergy_aa001e_153
ex:pathpoint_aa001e_154	Path point 154 (backward) aa001e	gc:ReactionPathPoint	154	ex:pathenergy_aa001e_154
ex:pathpoint_aa001e_155	Path point 155 (backward) aa001e	gc:ReactionPathPoint	155	ex:pathenergy_aa001e_155
ex:pathpoint_aa001e_156	Path point 156 (backward) aa001e	gc:ReactionPathPoint	156	ex:pathenergy_aa001e_156
ex:pathpoint_aa001e_157	Path point 157 (backward) aa001e	gc:ReactionPathPoint	157	ex:pathenergy_aa001e_157
ex:pathpoint_aa001e_158	Path point 158 (backward) aa001e	gc:ReactionPathPoint	158	ex:pathenergy_aa001e_158
ex:pathpoint_aa001e_159	Path point 159 (backward) aa001e	gc:ReactionPathPoint	159	ex:pathenergy_aa001e_159
ex:pathpoint_aa001e_160	Path point 160 (backward) aa001e	gc:ReactionPathPoint	160	ex:pathenergy_aa001e_160
ex:pathpoint_aa001e_161	Path point 161 (backward) aa001e	gc:ReactionPathPoint	161	ex:pathenergy_aa001e_161
ex:pathpoint_aa001e_162	Path point 162 (backward) aa001e	gc:ReactionPathPoint	162	ex:pathenergy_aa001e_162
ex:pathpoint_aa001e_163	Path point 163 (backward) aa001e	gc:ReactionPathPoint	163	ex:pathenergy_aa001e_163
ex:pathpoint_aa001e_164	Path point 164 (backward) aa001e	gc:ReactionPathPoint	164	ex:pathenergy_aa001e_164
ex:pathpoint_aa001e_165	Path point 165 (backward) aa001e	gc:ReactionPathPoint	165	ex:pathenergy_aa001e_165
ex:pathpoint_aa001e_166	Path point 166 (backward) aa001e	gc:ReactionPathPoint	166	ex:pathenergy_aa001e_166
ex:pathpoint_aa001e_167	Path point 167 (backward) aa001e	gc:ReactionPathPoint	167	ex:pathenergy_aa001e_167
ex:pathpoint_aa001e_168	Path point 168 (backward) aa001e	gc:ReactionPathPoint	168	ex:pathenergy_aa001e_168
ex:pathpoint_aa001e_169	Path point 169 (backward) aa001e	gc:ReactionPathPoint	169	ex:pathenergy_aa001e_169
ex:pathpoint_aa001e_170	Path point 170 (backward) aa001e	gc:ReactionPathPoint	170	ex:pathenergy_aa001e_170
ex:pathpoint_aa001e_171	Path point 171 (backward) aa001e	gc:ReactionPathPoint	171	ex:pathenergy_aa001e_171
ex:pathpoint_aa001e_172	Path point 172 (backward) aa001e	gc:ReactionPathPoint	172	ex:pathenergy_aa001e_172
ex:pathpoint_aa001e_173	Path point 173 (backward) aa001e	gc:ReactionPathPoint	173	ex:pathenergy_aa001e_173
ex:pathpoint_aa001e_174	Path point 174 (backward) aa001e	gc:ReactionPathPoint	174	ex:pathenergy_aa001e_174
ex:pathpoint_aa001e_175	Path point 175 (backward) aa001e	gc:ReactionPathPoint	175	ex:pathenergy_aa001e_175
ex:pathpoint_aa001e_176	Path point 176 (backward) aa001e	gc:ReactionPathPoint	176	ex:pathenergy_aa001e_176
ex:pathpoint_aa001e_177	Path point 177 (backward) aa001e	gc:ReactionPathPoint	177	ex:pathenergy_aa001e_177
ex:pathpoint_aa001e_178	Path point 178 (backward) aa001e	gc:ReactionPathPoint	178	ex:pathenergy_aa001e_178
ex:pathpoint_aa001e_179	Path point 179 (backward) aa001e	gc:ReactionPathPoint	179	ex:pathenergy_aa001e_179
ex:pathpoint_aa001e_180	Path point 180 (backward) aa001e	gc:ReactionPathPoint	180	ex:pathenergy_aa001e_180
ex:pathpoint_aa001e_181	Path point 181 (backward) aa001e	gc:ReactionPathPoint	181	ex:pathenergy_aa001e_181
ex:pathpoint_aa001e_182	Path point 182 (backward) aa001e	gc:ReactionPathPoint	182	ex:pathenergy_aa001e_182
